Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,ZIP Code,SWIS Code,DEC Region,Spill Date,Received Date,Contributing Factor,Waterbody,Source,Close Date,Material Name,Material Family,Quantity,Units,Recovered
0902430,#8 ZABELA DRIVE,# 8 ZABELA DRIVE,,NEW CITY,Rockland,,4420,3,05/30/2009,05/30/2009,Equipment Failure,,Commercial/Industrial,06/01/2009,raw sewage,Other,245,Gallons,0
1001220,#93 SOUTHSIDE ELEMENTARY,430 SOUTHSIDE PKWY,,BUFFALO,Erie,14210,1502,9,05/03/2010,05/03/2010,Equipment Failure,,"Institutional, Educational, Gov., Other",07/16/2010,#2 fuel oil,Petroleum,0,,0
0104444,#TM2682,EAST 115TH ST/LEXINGTON,,MANHATTAN,New York,,3101,2,07/25/2001,07/25/2001,Equipment Failure,,Commercial/Industrial,06/12/2003,transformer oil,Petroleum,1,Gallons,0
0501295,$#3065 TRANSFORMER,STERLING STREET/WASHINGTO,,BROOKLYN,Kings,,2401,2,05/02/2005,05/02/2005,Equipment Failure,,"Institutional, Educational, Gov., Other",07/08/2005,dielectric fluid,Petroleum,1,Gallons,0
1203719,'MATILDA',50 RONDOUT LANDING,LARGE SHIP / BOAT,KINGSTON,Ulster,,5630,3,07/12/2012,07/17/2012,Unknown,,Vessel,07/15/2014,unknown material,Other,0,Gallons,0
0605803,'OLD CANDLE FACTORY',KINGS HIGHWAY,,SAUGERTIES,Ulster,,5648,3,08/19/2006,08/19/2006,Abandoned Drums,,Commercial/Industrial,10/27/2010,unknown material,Other,0,Gallons,0
7780422,'WILLISON WELL',NY ROUTE 36,,LEICESTER,Livingston,14481,2630,8,04/22/1977,,Housekeeping,LITTLE BEARDS CREEK,Private Dwelling,03/01/2011,crude oil,Petroleum,0,,0
1310798,(2) TANKS ABANDON UNDER GROUND,280 EAST 88TH STREET,,BROOKLYN,Kings,,2401,2,02/14/1989,02/14/2014,Deliberate,,Commercial/Industrial,06/07/2016,unknown petroleum,Petroleum,0,,0
0812087,(585) 229-5344 RESIDENCE,156 3RD STREET,,ROCHESTER,Monroe,,2814,8,02/06/2009,02/06/2009,Equipment Failure,,Private Dwelling,02/06/2009,#2 fuel oil,Petroleum,5,Gallons,5
0301649,(A/K/A 541 WYTHE AVE),60 DIVISION AVE,,BROOKLYN,Kings,,2401,2,05/15/2003,05/15/2003,Tank Test Failure,,Private Dwelling,06/07/2004,#2 fuel oil,Petroleum,0,Gallons,0
9970510,(ALNUTT) TANYA RESIDENCE,1501 CLINTON STREET,,SAVANNAH,Wayne,,5940,8,12/01/1999,12/01/1999,Human Error,,Private Dwelling,12/01/1999,kerosene,Petroleum,19,Gallons,19
0500987,(BEHIND MBIA BUSINESS PAR,ROUTE 120 NEAR INTERSTATE,,NORTH CASTLE,Westchester,,6000,3,04/23/2005,04/23/2005,Traffic Accident,,Passenger Vehicle,04/23/2005,jet fuel,Petroleum,0,Gallons,0
9925341,(BEHIND) ROLLE BROS,780 RTE 58,,RIVERHEAD,Suffolk,,5230,1,10/13/1999,10/15/1999,Abandoned Drums,,Unknown,02/11/2000,other  -,Other,0,Gallons,0
9501985,(C) OF ROCH ENVIRON SVCS,349 CHILD STREET,,ROCHESTER,Monroe,,2814,8,05/16/1995,05/16/1995,Human Error,,"Institutional, Educational, Gov., Other",05/17/1995,waste oil/used oil,Petroleum,0,Gallons,0
8907291,(C) ROCH DEPT OF ENV SERV,10 FELIX STREET,,ROCHESTER,Monroe,,2814,8,10/17/1989,10/19/1989,Human Error,,"Institutional, Educational, Gov., Other",10/24/1989,sym-tetrabromethane,Other,1,Pounds,0
9411740,(C) ROCHESTER SOLID WASTE,90 MCNAUGHTON,,ROCHESTER,Monroe,,2814,8,12/02/1994,12/02/1994,Equipment Failure,,Commercial Vehicle,12/02/1994,hydraulic oil,Petroleum,0,,0
9416885,(C) ROCHESTER SOLID WASTE,270 GARSON AVENUE,,ROCHESTER,Monroe,,2814,8,03/29/1995,03/29/1995,Equipment Failure,,Commercial Vehicle,03/29/1995,non PCB oil,Petroleum,5,Gallons,0
9407002,(C) ROCHESTER SOLID WASTE,594 EMERSON STREET,,ROCHESTER,Monroe,,2814,8,08/22/1994,08/22/1994,Equipment Failure,,Commercial Vehicle,08/22/1994,waste oil/used oil,Petroleum,18,Gallons,0
9411363,(C) ROCHESTER SOLID WASTE,465 GARSON AVENUE,,ROCHESTER,Monroe,,2814,8,11/23/1994,11/23/1994,Equipment Failure,,Commercial Vehicle,11/23/1994,hydraulic oil,Petroleum,0,,0
9411363,(C) ROCHESTER SOLID WASTE,465 GARSON AVENUE,,ROCHESTER,Monroe,,2814,8,11/23/1994,11/23/1994,Equipment Failure,,Commercial Vehicle,11/23/1994,non PCB oil,Petroleum,10,Gallons,0
9416885,(C) ROCHESTER SOLID WASTE,270 GARSON AVENUE,,ROCHESTER,Monroe,,2814,8,03/29/1995,03/29/1995,Equipment Failure,,Commercial Vehicle,03/29/1995,hydraulic oil,Petroleum,0,Pounds,0
9411740,(C) ROCHESTER SOLID WASTE,90 MCNAUGHTON,,ROCHESTER,Monroe,,2814,8,12/02/1994,12/02/1994,Equipment Failure,,Commercial Vehicle,12/02/1994,waste oil/used oil,Petroleum,10,Gallons,0
9600073,(C) ROCHESTER SOLID WASTE,1120 LAKE AVENUE,,ROCHESTER,Monroe,,2814,8,04/01/1996,04/01/1996,Equipment Failure,,Commercial Vehicle,04/01/1996,transmission fluid,Petroleum,5,Gallons,5
9507785,(C) ROCHESTER VEHICLE MNT,945 MOUNT READ BLVD,,ROCHESTER,Monroe,,2814,8,09/25/1995,09/25/1995,Human Error,,"Institutional, Educational, Gov., Other",09/25/1995,antifreeze,Other,1,Gallons,0
2301651,(DRILL) TUGBOAT,2015 RICHMOND TERRACE,,STATEN ISLAND,Richmond,,4301,2,05/30/2023,05/30/2023,Other,,Commercial/Industrial,05/30/2023,other  -  diesel,Other,0,Gallons,0
1708290,(FORMER SUNOCO);  7-11 #40179,6610 PITTFORD PALMYRA ROAD,6610 NY ROUTE 31,FAIRPORT,Monroe,14450,2844,8,12/01/2017,12/01/2017,Other,,Gasoline Station or other PBS Facility,10/11/2019,diesel,Petroleum,0,,0
1708290,(FORMER SUNOCO);  7-11 #40179,6610 PITTFORD PALMYRA ROAD,6610 NY ROUTE 31,FAIRPORT,Monroe,14450,2844,8,12/01/2017,12/01/2017,Other,,Gasoline Station or other PBS Facility,10/11/2019,gasoline,Petroleum,0,,0
1811841,(FORMER) CHAMTEK MFG. INC.,125 LOUISE STREET,,ROCHESTER,Monroe,14606,2814,8,02/27/2019,02/27/2019,Other,,Commercial/Industrial,02/28/2019,gasoline,Petroleum,0,Gallons,0
1811841,(FORMER) CHAMTEK MFG. INC.,125 LOUISE STREET,,ROCHESTER,Monroe,14606,2814,8,02/27/2019,02/27/2019,Other,,Commercial/Industrial,02/28/2019,diesel,Petroleum,0,Gallons,0
1405484,(FORMER) DAVE DUNN SALVAGE,1848 GOODWIN RD,,LYNDONVILLE,Orleans,14098,3738,8,08/15/2014,08/20/2014,Housekeeping,,Unknown,09/12/2014,waste oil/used oil,Petroleum,2,Gallons,0
1100776,(FORMER) DIAZ CHEMICAL PROPERTY,JACKSON STREET,,HOLLEY,Orleans,,3732,8,04/21/2011,04/21/2011,Other,,Commercial/Industrial,04/25/2011,unknown material,Other,0,Gallons,0
1803145,(FORMER) EXPRESS MART #366/CURRENT SPEEDWAY,239 WEST MAIN STREET,,VICTOR,Ontario,14564,3548,8,05/17/2018,06/01/2018,Equipment Failure,,Gasoline Station or other PBS Facility,12/21/2021,gasoline,Petroleum,0,,0
9925279,(FORMER) FAIRCHILD MFG,1000 CONKLIN STREET,,FARMINGDALE,Suffolk,,5220,1,08/31/1999,08/31/1999,Unknown,,Commercial/Industrial,09/22/1999,diesel,Petroleum,0,Gallons,0
0808527,(FORMER) GARDNER'S JUNK YARD,982 STATE ROUTE 21,,MANCHESTER,Ontario,14504,3536,8,10/29/2008,10/29/2008,Unknown,,Commercial/Industrial,09/24/2009,gasoline,Petroleum,1,Gallons,0
9311851,(FORMER) GAS STATION,5221 BROADWAY (ROUTE 20),,BETHANY,Genesee,,1928,8,01/05/1994,01/06/1994,Other,,Commercial/Industrial,01/11/2007,gasoline,Petroleum,0,Gallons,0
0270076,(FORMER) GENESEE SALVAGE,ROUTE 33,,CORFU,Genesee,,1932,8,04/22/2002,04/29/2002,Deliberate,,Commercial/Industrial,01/11/2007,unknown petroleum,Petroleum,0,Gallons,0
9201855,(FORMER) GENESEE VALLEY SERVICE,137 MAIN STREET,,GENESEO,Livingston,14454,2626,8,05/13/1992,05/13/1992,Unknown,,Gasoline Station or other PBS Facility,11/01/2022,gasoline,Petroleum,1,Gallons,0
1112232,(FORMER) GILBERTSVILLE CENTRAL SCHOOL,1 GROVE ST,,GILBERTSVILLE,Otsego,,3922,4,01/20/2012,01/20/2012,Unknown,,"Institutional, Educational, Gov., Other",02/15/2012,#2 fuel oil,Petroleum,0,,0
0801480,(FORMER) KERR TRANSPORTATION,3454 PEARL STREET,,BATAVIA,Genesee,,1924,8,05/07/2008,05/07/2008,Equipment Failure,,Commercial/Industrial,07/29/2008,#2 fuel oil,Petroleum,1,Gallons,0
9912959,(FORMER) MARKO BEVERAGES,360 OLD FORGEHILL RD,,NEW WINDSOR,Orange,,3648,3,02/14/2000,02/14/2000,Abandoned Drums,,Unknown,04/29/2010,wastewater,Other,0,Gallons,0
9912959,(FORMER) MARKO BEVERAGES,360 OLD FORGEHILL RD,,NEW WINDSOR,Orange,,3648,3,02/14/2000,02/14/2000,Abandoned Drums,,Unknown,04/29/2010,#2 fuel oil,Petroleum,0,Gallons,0
9505386,(FORMER) NYS POLICE BARRACKS,13968 ROUTE 31,,ALBION,Orleans,,3720,8,07/27/1994,07/27/1995,Equipment Failure,,Private Dwelling,04/23/2013,#2 fuel oil,Petroleum,0,Gallons,0
9414729,(FORMER) PENFAIR CARWASH,2140 FAIRPORT WEBSTER RD,,PENFIELD,Monroe,14526,2842,8,02/08/1995,02/08/1995,Other,,Gasoline Station or other PBS Facility,06/27/2001,gasoline,Petroleum,0,Gallons,0
0470218,(FORMER) PHILANZ OLDS,1335 EAST RIDGE ROAD,,IRONDEQUOIT,Monroe,,2834,8,08/08/2004,08/09/2004,Deliberate,,Commercial/Industrial,12/29/2004,waste oil/used oil,Petroleum,150,Gallons,150
0070445,(FORMER) RIDGE LUMBER,610 HOLLENBECK STREET,,ROCHESTER,Monroe,14621,2814,8,10/20/2000,10/20/2000,Unknown,,Commercial/Industrial,06/01/2017,gasoline,Petroleum,0,Gallons,0
0270390,(FORMER) RITTENHOUSE ELECTRIC,68 EAST STREET,,HONEOYE FALLS,Monroe,14472,2836,8,09/25/2002,09/26/2002,Housekeeping,,Commercial/Industrial,01/21/2005,unknown petroleum,Petroleum,0,Gallons,0
9870507,(FORMER) SACKETTS AUTO,1553 ROCHESTER ROAD,,FARMINGTON,Ontario,14425,3528,8,02/11/1999,02/11/1999,Unknown,,Commercial/Industrial,06/25/2003,gasoline,Petroleum,0,Gallons,0
9870507,(FORMER) SACKETTS AUTO,1553 ROCHESTER ROAD,,FARMINGTON,Ontario,14425,3528,8,02/11/1999,02/11/1999,Unknown,,Commercial/Industrial,06/25/2003,hydraulic oil,Petroleum,0,Gallons,0
0651515,(FORMER) SHAMROCK STATION,7067 RUSH-LIMA ROAD,,MENDON,Monroe,14506,2836,8,11/11/2006,11/11/2006,Unknown,,Gasoline Station or other PBS Facility,12/21/2006,gasoline,Petroleum,1,Gallons,0
0070636,(FORMER) SHURON OPTICAL,LYCEUM STREET,,GENEVA,Ontario,14456,3530,8,02/28/2001,03/01/2001,Unknown,,Commercial/Industrial,07/10/2003,unknown petroleum,Petroleum,0,Gallons,0
9970216,(FORMER) TANANA OIL #417,1581 TITUS AVENUE,,IRONDEQUOIT,Monroe,14622-1750,2834,8,07/08/1999,07/08/1999,Other,,Gasoline Station or other PBS Facility,01/29/2018,gasoline,Petroleum,0,Gallons,0
9805213,(FORMER) TEXACO S/S,FIRE ISLAND AVENUE,,BABYLON,Suffolk,,5220,1,07/27/1998,07/27/1998,Unknown,,Gasoline Station or other PBS Facility,12/20/1999,unknown petroleum,Petroleum,0,Gallons,0
1700839,(FORMER) VINCENT BUICK,1285 FAIRPORT ROAD,,FAIRPORT,Monroe,14450,2844,8,04/27/2017,04/27/2017,Other,,Commercial/Industrial,02/20/2019,waste oil/used oil,Petroleum,5,Gallons,5
0909822,(FORMER) WESTEN MINI MART #194,2032 LYELL AVENUE,,ROCHESTER,Monroe,14606,2826,8,12/04/2009,12/04/2009,Other,,Gasoline Station or other PBS Facility,,gasoline,Petroleum,0,Gallons,0
1801123,(FROM NRC REPORT),SUNSET INDUSTRIAL PARK,,BROOKLYN,Kings,,2401,2,05/01/2018,05/01/2018,Equipment Failure,GOWANUS BAY,Commercial/Industrial,05/03/2018,diesel,Petroleum,0.25,Gallons,0
0550948,(IN FRONT OF) FLYING J TRAVEL PLAZA,8484 ALLEGHENY ROAD,,CORFU,Genesee,14036,1942,8,09/09/2005,09/09/2005,Deliberate,,Commercial Vehicle,09/25/2008,gasoline,Petroleum,15,Gallons,15
9925344,(NO NAME) CHURCH,SUFFOLK AVENUE & OAKLAND,,CENTRAL ISLIP,Suffolk,,5228,1,10/15/1999,10/15/1999,Other,,"Institutional, Educational, Gov., Other",03/28/2000,unknown petroleum,Petroleum,0,Gallons,0
9109092,(OLD) AVIS FACILITY,956 W. GENESEE ST,,SYRACUSE,Onondaga,,3415,7,11/25/1991,11/25/1991,Tank Failure,,Commercial/Industrial,12/27/1991,#2 fuel oil,Petroleum,0,,0
8803335,(PEDLARS)DAGOTA TRUCKING,PEDLARS RT264 & 481,,SCHROEPPEL,Oswego,,3800,7,07/14/1988,07/14/1988,Human Error,,Gasoline Station or other PBS Facility,07/26/1988,diesel,Petroleum,50,Gallons,0
9970471,(PEMBROKE) MINA RESIDENCE,3631 MILL STREET,,MARION,Wayne,,5932,8,11/11/1999,11/12/1999,Unknown,,Private Dwelling,06/15/2005,gasoline,Petroleum,0,Gallons,0
1802902,(PREV)LOGGER IFO 12 TO 16 DEPUTRON HOLLOW RD DANBY,12 DEPUTRON HOLLOW RD,IN FRONT OF 12- 16 DEPUTRON HOLLOW RD,DANBY,Tompkins,,5522,7,06/14/2018,06/14/2018,Equipment Failure,,Commercial Vehicle,03/04/2020,hydraulic oil,Petroleum,30,Gallons,30
0608535,(T) CAZENOVIA  BUILDING DEMO/ROAD CONSTRUCTION,STONE QUARRY ROAD,,CAZENOVIA,Madison,13035,2722,7,10/25/2006,10/25/2006,Equipment Failure,TRIB OF CHITTENANGO,Commercial/Industrial,12/06/2007,waste fluids,Other,100,Gallons,100
9405125,(T) CHILI HIGHWAY DEPT,3235 CHILI AVENUE,,CHILI,Monroe,14624,2822,8,07/12/1994,07/12/1994,Unknown,,"Institutional, Educational, Gov., Other",03/18/2005,diesel,Petroleum,0,Gallons,0
9303713,(T) CONESUS HIGHWAY DEPT,FEDERAL ROAD,,CONESUS,Livingston,14435,2624,8,06/16/1993,06/22/1993,Human Error,,"Institutional, Educational, Gov., Other",04/25/1995,waste oil/used oil,Petroleum,8,Gallons,0
9412612,(T) ELMIRA HIGHWAY DEPT,JERUSALEM HILL ROAD,,ELMIRA,Chemung,14901,0830,8,12/19/1994,12/19/1994,Other,,"Institutional, Educational, Gov., Other",08/22/1995,gasoline,Petroleum,0,Gallons,0
9501006,(T) ELMIRA HIGHWAY SWEEP,HANES TERR @ COLEMAN AVE,,ELMIRA,Chemung,,0830,8,04/24/1995,04/24/1995,Equipment Failure,,Commercial Vehicle,04/24/1995,hydraulic oil,Petroleum,0,,0
9501006,(T) ELMIRA HIGHWAY SWEEP,HANES TERR @ COLEMAN AVE,,ELMIRA,Chemung,,0830,8,04/24/1995,04/24/1995,Equipment Failure,,Commercial Vehicle,04/24/1995,non PCB oil,Petroleum,6,Gallons,0
9405128,(T) OF CHILI HIGHWAY BARN,3235 CHILI AVENUE,,CHILI,Monroe,,2822,8,07/13/1994,07/13/1994,Equipment Failure,,Tank Truck,07/13/1994,diesel,Petroleum,2,Gallons,0
1803130,(T) ONONDAGA AT HITCHINGS RD,HITCHING RD AND NICHOLS RD AND RT 80,,SYRACUSE,Onondaga,,3442,7,06/20/2018,06/20/2018,Equipment Failure,,Commercial Vehicle,09/24/2018,hydraulic oil,Petroleum,40,Gallons,35
8700366,(T) ONONDAGA HIGHWAY GAR.,WEST SENECA TURNPIKE,,ONONDAGA (T),Onondaga,,3400,7,04/13/1987,04/13/1987,Tank Failure,,"Institutional, Educational, Gov., Other",03/08/1989,waste oil/used oil,Petroleum,0,,350
8705421,(T) PERU,PERU,,PERU,Clinton,,1040,5,09/28/1987,09/28/1987,Tank Test Failure,NONE,"Institutional, Educational, Gov., Other",09/28/1987,gasoline,Petroleum,0,Gallons,0
9307569,(T) SCHROON ACID DISCHARG,INT HOFFMAN RD & BIGSBY P,,SCHROON,Essex,,1646,5,09/20/1993,09/20/1993,Deliberate,,Private Dwelling,04/29/1994,hydrogen chloride,Hazardous Material,0,Gallons,0
9307569,(T) SCHROON ACID DISCHARG,INT HOFFMAN RD & BIGSBY P,,SCHROON,Essex,,1646,5,09/20/1993,09/20/1993,Deliberate,,Private Dwelling,04/29/1994,nitric acid,Hazardous Material,0,Gallons,0
8703282,(T) SCHUYLER FALLS GARAGE,TOWN GARAGE,,SCHUYLER FALLS,Clinton,,1046,5,06/23/1987,06/23/1987,Deliberate,NONE,"Institutional, Educational, Gov., Other",10/20/1987,#2 fuel oil,Petroleum,30,Gallons,0
0907145,(T) SENECA FALLS HIGHWAY DEPT,SESSLER DRIVE,,SENECA FALLS,Seneca,13148,5032,8,09/24/2009,09/24/2009,Human Error,,"Institutional, Educational, Gov., Other",08/24/2010,diesel,Petroleum,0,,0
0907145,(T) SENECA FALLS HIGHWAY DEPT,SESSLER DRIVE,,SENECA FALLS,Seneca,13148,5032,8,09/24/2009,09/24/2009,Human Error,,"Institutional, Educational, Gov., Other",08/24/2010,gasoline,Petroleum,0,,0
9005370,(T) TRENTON HWY. DEPT.,FISH HATCHERY RD,,BARNEVELD V,Oneida,,3300,6,08/14/1990,08/14/1990,Equipment Failure,,Commercial Vehicle,10/25/1991,waste oil/used oil,Petroleum,55,Gallons,0
1911261,(T) WEST MONROE AT 46 CR 11,46 COUNTY ROUTE 11,HIGH WAY GARAGE,WEST MONROE,Oswego,13167,3860,7,03/06/2020,03/06/2020,Deliberate,SLOCUM CREEK,"Institutional, Educational, Gov., Other",11/13/2020,kerosene,Petroleum,50,Gallons,50
1911261,(T) WEST MONROE AT 46 CR 11,46 COUNTY ROUTE 11,HIGH WAY GARAGE,WEST MONROE,Oswego,13167,3860,7,03/06/2020,03/06/2020,Deliberate,SLOCUM CREEK,"Institutional, Educational, Gov., Other",11/13/2020,waste oil/used oil,Petroleum,200,Gallons,200
9707836,(T) WILMINGTON HWY GARAGE,BONNIEVIEW ROAD,,WILMINGTON,Essex,,1654,5,09/30/1997,10/02/1997,Other,,"Non Major Facility > 1,100 gal",10/02/1997,gasoline,Petroleum,0,Gallons,0
8604615,(T) WINDSOR,DUNBAR ROAD,,WINDSOR,Broome,,0450,7,10/16/1986,10/18/1986,Deliberate,,Tank Truck,08/11/1987,unknown petroleum,Petroleum,30,Gallons,0
8604615,(T) WINDSOR,DUNBAR ROAD,,WINDSOR,Broome,,0450,7,10/16/1986,10/18/1986,Deliberate,,Tank Truck,08/11/1987,paint,Other,0,,0
9510779,(T) YORK TRANSFER STATION,RIVER ROAD,,YORK,Livingston,,2652,8,11/27/1995,11/27/1995,Equipment Failure,,Commercial Vehicle,11/27/1995,hydraulic oil,Petroleum,2,Gallons,2
9209728,(T)GEDDES DPW LAKELAND,BEACHVIEW & MOHAWK ST. GARA,,GEDDES,Onondaga,,3432,7,11/20/1992,11/20/1992,Human Error,,"Institutional, Educational, Gov., Other",11/20/1992,diesel,Petroleum,15,Gallons,0
8603827,(T)UNION,TAFT RD. NEAR FORD RD.,,UNION (T),Broome,,0400,7,09/11/1986,09/11/1986,Unknown,,Unknown,09/12/1986,unknown petroleum,Petroleum,0,,0
8700716,(T)WILTON HGHWY.DEPT.,"(T)WILTON, KINGS RD.",,WILTON,Saratoga,,4656,5,04/22/1987,04/22/1987,Deliberate,,"Institutional, Educational, Gov., Other",04/27/1987,unknown petroleum,Petroleum,0,Gallons,0
2001657,(V) DPW AFTON AT 19 COURT ST,19 COURT ST,,AFTON,Chenango,13730,0920,7,06/06/2020,06/06/2020,Equipment Failure,,Commercial/Industrial,01/20/2022,#2 fuel oil,Petroleum,75,Gallons,75
8705088,(V) SPECULATOR,ROUTE 30,,SPECULATOR,Hamilton,,2100,5,09/17/1987,09/17/1987,Tank Test Failure,NONE,"Institutional, Educational, Gov., Other",10/08/1987,gasoline,Petroleum,1,Gallons,0
8606741,(V)FORT ANN FIRE DEPT.,FORT ANN FIRE DEPT.,,FORT ANN,Washington,,5828,5,02/03/1987,02/03/1987,Tank Failure,,"Non Major Facility > 1,100 gal",02/03/1987,#2 fuel oil,Petroleum,400,Gallons,0
0505109,*,11 HUGHES ST,,CONGERS,Rockland,,4420,3,07/28/2005,07/28/2005,Equipment Failure,,Commercial/Industrial,08/23/2005,transformer oil,Petroleum,2,Gallons,0
0305123,*,212 SICKELTOWN RD,,BLAUVELT,Rockland,,4424,3,08/14/2003,08/14/2003,Other,,Commercial/Industrial,04/06/2010,diesel,Petroleum,1,Gallons,0
0307917,*,ROUTE 28,,PINE HILL,Ulster,,5636,3,10/23/2003,10/27/2003,Other,ESOPUS RIVER,Commercial/Industrial,04/07/2010,mercuric oxide,Hazardous Material,20,Gallons,0
0304519,*,226 NORTH MAIN STREET,,SPRING VALLEY,Rockland,,4428,3,07/29/2003,07/29/2003,Human Error,,Commercial/Industrial,04/06/2010,photo chemicals,Other,20,Gallons,0
9805991,*,80 OXFORD ROAD,,NEW ROCHELLE,Westchester,,6010,3,08/13/1998,08/13/1998,Unknown,,Private Dwelling,08/03/2010,#2 fuel oil,Petroleum,0,Gallons,0
0407698,*,81 CROTON AVE,,OSSINING,Westchester,,6042,3,10/12/2004,10/12/2004,Tank Test Failure,,"Non Major Facility > 1,100 gal",03/11/2005,#2 fuel oil,Petroleum,0,Gallons,0
9904143,*,POST RD & BOSTON POST RD,,PORT CHESTER,Westchester,,6048,3,06/29/1999,07/08/1999,Unknown,,Unknown,08/03/2010,gasoline,Petroleum,0,Gallons,0
9904143,*,POST RD & BOSTON POST RD,,PORT CHESTER,Westchester,,6048,3,06/29/1999,07/08/1999,Unknown,,Unknown,08/03/2010,unknown petroleum,Petroleum,0,Gallons,0
2301892,*** TEST SPILL ***,*** TEST SPILL ***,,*** TEST SPILL ***,Onondaga,00000,3415,7,06/06/2023,06/06/2023,Tank Test Failure,,Unknown,07/12/2023,diesel,Petroleum,0,,0
2301892,*** TEST SPILL ***,*** TEST SPILL ***,,*** TEST SPILL ***,Onondaga,00000,3415,7,06/06/2023,06/06/2023,Tank Test Failure,,Unknown,07/12/2023,#2 fuel oil,Petroleum,0,Gallons,0
2301892,*** TEST SPILL ***,*** TEST SPILL ***,,*** TEST SPILL ***,Onondaga,00000,3415,7,06/06/2023,06/06/2023,Tank Test Failure,,Unknown,07/12/2023,gasoline,Petroleum,0,,0
2301892,*** TEST SPILL ***,*** TEST SPILL ***,,*** TEST SPILL ***,Onondaga,00000,3415,7,06/06/2023,06/06/2023,Tank Test Failure,,Unknown,07/12/2023,kerosene [#1 fuel oil] (on-site consumption),Petroleum,0,,0
2301892,*** TEST SPILL ***,*** TEST SPILL ***,,*** TEST SPILL ***,Onondaga,00000,3415,7,06/06/2023,06/06/2023,Tank Test Failure,,Unknown,07/12/2023,"used oil (heating, on-site consumption)",Petroleum,0,,0
2301892,*** TEST SPILL ***,*** TEST SPILL ***,,*** TEST SPILL ***,Onondaga,00000,3415,7,06/06/2023,06/06/2023,Tank Test Failure,,Unknown,07/12/2023,#2 fuel oil (on-site consumption),Petroleum,0,,0
2301892,*** TEST SPILL ***,*** TEST SPILL ***,,*** TEST SPILL ***,Onondaga,00000,3415,7,06/06/2023,06/06/2023,Tank Test Failure,,Unknown,07/12/2023,Diesel (E-Gen),Petroleum,0,,0
2301892,*** TEST SPILL ***,*** TEST SPILL ***,,*** TEST SPILL ***,Onondaga,00000,3415,7,06/06/2023,06/06/2023,Tank Test Failure,,Unknown,07/12/2023,ethylene glycol,Hazardous Material,0,,0
2301892,*** TEST SPILL ***,*** TEST SPILL ***,,*** TEST SPILL ***,Onondaga,00000,3415,7,06/06/2023,06/06/2023,Tank Test Failure,,Unknown,07/12/2023,waste oil/used oil,Petroleum,0,,0
2301892,*** TEST SPILL ***,*** TEST SPILL ***,,*** TEST SPILL ***,Onondaga,00000,3415,7,06/06/2023,06/06/2023,Tank Test Failure,,Unknown,07/12/2023,#2 fuel oil (resale/redistribute),Petroleum,0,,0
0480063,****DRILL EXERCISE****,4000 River Road,,Tonawanda,Erie,14150,1564,9,10/05/2004,10/05/2004,Equipment Failure,,"Major Facility (MOSF) > 400,000 gal",10/06/2004,asphalt,Petroleum,0,Gallons,0
0906381,****DRILL**** AMERICAN SUGAR,1 FEDERAL ST,,YONKERS,Westchester,,6018,3,09/02/2009,09/02/2009,Equipment Failure,,Commercial/Industrial,09/02/2009,#2 fuel oil,Petroleum,4000,Gallons,2800
0551021,****DRILL****DRILL****DRILL,1190 Scottsville Road,,Rochester,Monroe,14624,2814,8,09/21/2005,09/21/2005,Traffic Accident,,Railroad Car,05/02/2006,unknown material,Other,0,,0
1002983,****TEST GOWANUS BAY****,29TH ST AND 2ND,,BROOKLYN,Kings,,2401,2,06/16/2010,06/16/2010,Equipment Failure,,Commercial/Industrial,06/21/2010,#2 fuel oil,Petroleum,26964,Gallons,0
0908968,****TEST**** DEC,625 BROADWAY  TEST,,ALBANY,Albany,,0101,4,11/10/2009,11/10/2009,Human Error,POSTENKILL CREEK,"Institutional, Educational, Gov., Other",11/12/2009,other  -  donut filling,Other,1000,Gallons,1000
0908968,****TEST**** DEC,625 BROADWAY  TEST,,ALBANY,Albany,,0101,4,11/10/2009,11/10/2009,Human Error,POSTENKILL CREEK,"Institutional, Educational, Gov., Other",11/12/2009,milk,Other,90,Gallons,90
2105212,***DRILL*** EAST RIVER SUBSTATION,801 EAST 14TH ST,,MANHATTAN,New York,,3101,2,09/01/2021,09/01/2021,Equipment Failure,EAST RIVER,Gasoline Station or other PBS Facility,09/07/2021,#4 fuel oil,Petroleum,2100,Gallons,0
0903093,***DRILL*** KODAK PARK BUILDING #333,1669 LAKE AVENUE,,ROCHESTER,Monroe,14615,2814,8,06/16/2009,06/16/2009,Deliberate,PATTY HILL CREEK,Commercial/Industrial,06/16/2009,#6 fuel oil,Petroleum,0,Gallons,0
0903093,***DRILL*** KODAK PARK BUILDING #333,1669 LAKE AVENUE,,ROCHESTER,Monroe,14615,2814,8,06/16/2009,06/16/2009,Deliberate,PATTY HILL CREEK,Commercial/Industrial,06/16/2009,motor oil,Petroleum,0,Gallons,0
0903093,***DRILL*** KODAK PARK BUILDING #333,1669 LAKE AVENUE,,ROCHESTER,Monroe,14615,2814,8,06/16/2009,06/16/2009,Deliberate,PATTY HILL CREEK,Commercial/Industrial,06/16/2009,transmission fluid,Petroleum,0,Gallons,0
0903093,***DRILL*** KODAK PARK BUILDING #333,1669 LAKE AVENUE,,ROCHESTER,Monroe,14615,2814,8,06/16/2009,06/16/2009,Deliberate,PATTY HILL CREEK,Commercial/Industrial,06/16/2009,hydraulic oil,Petroleum,0,Gallons,0
